gurmukhi,english
smwhIAY,samaaheeai
smwhir,samaahare
smwhrw,samaahraa
smwhu,samaahu
smwhU,samaahoo
smwhVw,samaahrraa
smwhw,samaahaa
smwhY,samaahai
smwhy,samaahay
smwiD,samaadhe
smwiDE,samaadheo
smwie,samaae
smwieAau,samaaeAou
smwieAnu,samaaeAnu
smwieAw,samaaeaa
smwiedw,samaaedaa
smwieE,samaaeo
smwielo,samaaelo
smwielw,samaaelaa
smwiely,samaaelay
smwiex,samaaenn
smwieXau,samaaeYou
smwiexu,samaaennu
smwih,samaahe
smWih,samaanhe
smwihAw,samaaheaa
smwihE,samaaheo
smwil,samaale
smwilAw,samaaleaa
smwilhu,samaalehu
smwin,samaane
smwinAw,samaaneaa
smwiq,samaate
smwir,samaare
smwirAw,samaareaa
smwixAw,samaanneaa
smwl,samaal
smwlhu,samaalahu
smwlhy,samaalhay
smwlI,samaalee
smwlIAin,samaaleeAne
smwlIAY,samaaleeai
smwlih,samaalahe
smwlsI,samaalsee
smwly,samaalay
smwlY,samaalai
smwlyin,samaalayne
smwn,samaan
smwnau,samaanou
smwnI,samaanee
smwnM,samaanan
smwno,samaano
smwnu,samaanu
smwnw,samaanaa
smwnW,samaanaan
smwnwnw,samaanaanaa
smwny,samaanay
smwnY,samaanai
smwqw,samaataa
smwqy,samaatay
smwr,samaar
smwrau,samaarou
smwrhu,samaarahu
smwris,samaarase
smwrn,samaaran
smwrY,samaarai
smwry,samaaray
smwsI,samaasee
smwvau,samaavou
smwveI,samaavaee
smwvey,samaavay
smwvhI,samaavhee
smwvhu,samaavahu
smwvih,samaavahe
smwvihgy,samaavhegay
smwvixAw,samaavnneaa
smwvn,samaavan
smwvnI,samaavnee
smwvnw,samaavnaa
smwvq,samaavat
smwvsI,samaavsee
smwvw,samaavaa
smwvW,samaavaan
smwvxh,samaavnnaha
smwvxw,samaavnnaa
smwvY,samaavai
smwvYgo,samaavaigo
smwXau,samaaYou
smwxau,samaannou
smwxI,samaannee
smwxIAw,samaanneeaa
smwxw,samaannaa
smwxy,samaannay
smxy,samnnay
smY,samai
smyau,samayou
smyie,samaye
smyiq,samayte
smyitAw,samaytteaa
smYsir,samaisare
smyv,samayv
snbMD,sanbandh
snbMDI,sanbandhee
snbMDnh,sanbandhanaha
snbMDu,sanbandhu
snbMDyhI,sanbandhayhee
sndIAw,sandeeaa
snk,sanak
snkwid,sanakaade
snkwidk,sanakaadek
snMd,sanand
snMdn,sanandan
snmuK,sanmukh
snmuKu,sanmukhu
snqkumwr,sanatkumaar
snweI,sanaaee
snwh,sanaah
snwhu,sanaahu
snwhw,sanaahaa
snwid,sanaade
snwie,sanaae
snwiq,sanaate
snwQ,sanaath
snwqˆØI,sanaateen
snwqI,sanaatee
snwqn,sanaatan
snwqnu,sanaatanu
snwQu,sanaathu
snwQw,sanaathaa
snyh,sanayh
snyhI,sanayhee
snyhM,sanayhan
snyho,sanayho
snyhu,sanayhu
snyhw,sanayhaa
so,so
sO,sau
soaU,sooo
soAw,soaa
soB,sobh
soBMiq,sobhante
soBnIk,sobhneek
soBw,sobhaa
soBwvMq,sobhaavant
soBwvMqI,sobhaavantee
soBwvMqIAw,sobhaavanteeaa
soBwvMqw,sobhaavantaa
soBwvMqy,sobhaavantay
soc,soch
socau,sochou
socI,sochee
socih,sochahe
socq,sochat
socu,sochu
socw,sochaa
socY,sochai
soDau,sodhou
soDhu,sodhahu
soDIAw,sodheeaa
soDih,sodhahe
soDn,sodhan
soDnI,sodhnee
soDnw,sodhnaa
soDq,sodhat
sodru,sodaru
soDw,sodhaa
sodwmw,sodaamaa
soDY,sodhai
soDy,sodhay
soeI,soee
soeIAY,soeeai
soeIjY,soeejai
soey,soay
soFI,soddhee
sog,sog
sogI,sogee
sogM,sogan
sogMDqw,sogandhtaa
sogu,sogu
sogw,sogaa
sohdy,sohday
sohI,sohee
sohIAw,soheeaa
sohIAY,soheeai
sohih,sohahe
sohin,sohane
sohinAw,sohneaa
sohM,sohan
sohMdI,sohandee
sohMdIAw,sohandeeaa
sohMdIAW,sohandeeaan
sohMdVo,sohandrro
sohMin,sohanne
sohMq,sohant
sohMqI,sohantee
sohMqIAw,sohanteeaa
sohMqy,sohantay
sohn,sohan
sohnI,sohnee
sohnw,sohnaa
sohqI,sohtee
sohw,sohaa
sohW,sohaan
sohwey,sohaaay
sohwg,sohaag
sohwgau,sohaagou
sohwgin,sohaagane
sohwgix,sohaaganne
sohwgo,sohaago
sohwgu,sohaagu
sohwgvqI,sohaagvatee
sohwgw,sohaagaa
sohwgxI,sohaagnnee
sohwgxy,sohaagnnay
sohwgY,sohaagai
sohwie,sohaae
sohwieAw,sohaaeaa
sohxI,sohnnee
sohxIAY,sohnneeai
sohxw,sohnnaa
sohxy,sohnnay
sohY,sohai
sohy,sohay
soic,soche
soiD,sodhe
soiDAw,sodheaa
soiDE,sodheo
soie,soe
soieAw,soeaa
soieE,soeo
soieMn,soenn
soien,soen
soienw,soenaa
soig,soge
soih,sohe
soihAVy,soheArray
soihAw,soheaa
soihE,soheo
soihlVw,sohelrraa
soihlVy,sohelrray
soihlw,sohelaa
soihlY,sohelai
soihly,sohelay
soihnw,sohenaa
soiK,sokhe
soiKAw,sokheaa
sois,sose
soivMnw,sovennaa
soJ,sojh
soJI,sojhee
soJweI,sojhaaee
soK,sokh
sok,sok
soku,soku
soKY,sokhai
solh,solaha
solhy,solhay
som,som
sompwk,sompaak
sompwku,sompaaku
sompwkw,sompaakaa
somvwir,somvaare
son,son
sonw,sonaa
sony,sonay
soPIAw,sopheeaa
soq,sot
soqR,sotra
soqy,sotay
sor,sor
sorh,soraha
soriT,soratthe
soro,soro
sorTy,sortthay
soru,soru
sotw,sottaa
sovau,sovou
soveI,sovaee
sovhI,sovhee
sovih,sovahe
sovMn,sovann
sovnu,sovanu
sovq,sovat
sovqy,sovtay
sovw,sovaa
sovY,sovai
spIAl,sapeeAl
sPilau,saphleou
sPilE,saphleo
sPilEu,saphleuo
sPl,saphal
sPlu,saphalu
sPlw,saphlaa
spq,sapat
spqim,saptame
spqmI,saptamee
spqw,saptaa
sPrI,saphree
sPrIAw,saphreeaa
sprvwir,saparvaare
sprvwirAw,saparvaareaa
spu,sapu
spuMn,sapunn
spuq,saput
spUr,sapoor
sPutM,saphuttan
sPw,saphaa
spY,sapai
sq,sat
sQ,sath
sqBwau,satbhaaou
sqguir,satgure
sqgur,satgur
sqguru,satguru
sqgurU,satguroo
sqgurY,satgurai
sqhu,satahu
sqI,satee
sqIAw,sateeaa
sqir,satare
sqjugu,satjugu
sqjuig,satjuge
sqm,satam
sqR,satra
sqRh,satraha
sqRM,satran
sqrMj,satranj
sqRü,satru
sqRyx,satraynn
sqsMg,satsang
sqsMgIAw,satsangeeaa
sqsMgiq,satsangate
sqsMgqI,satsangtee
sqsMgu,satsangu
sqsMgw,satsangaa
sqsMgY,satsangai
sqsMgy,satsangay
sqsMig,satsange
squ,satu
sQu,sathu
sqvMqI,satvantee
sqvMqw,satvantaa
sqvY,satvai
sQwin,sthaane
sQwn,sthaan
sqwnvY,sataanvai
sQwnY,sthaanai
sqwrh,sataaraha
sqwvaugo,sataavougo
sqwvhu,sataavahu
sqwvih,sataavahe
sqwxI,sataannee
sqwxw,sataannaa
sqwxy,sataannay
sqY,satai
sqy,satay
sQY,sathai
sr,sar
srb,sarab
sRb,srab
srbg´,sarbagea
srbgy,sarbagay
srbI,sarbee
srbig,sarbage
srbiq,sarbate
srbM,sarban
srbMg,sarbang
srbMgnw,sarbangnaa
srbMgw,sarbangaa
srbq,sarbat
srbqR,sarbatra
srbr,sarbar
srbso,sarbaso
srbsu,sarbasu
srbsuo,sarbasuo
srbWgY,sarbaangai
srbwig,sarbaage
srbwigE,sarbaageo
srbwqmu,sarbaatamu
srby,sarbay
srD,saradh
srd,sard
srDn,sardhan
srDnu,sardhanu
srDw,sardhaa
srgun,sargun
srgunI,sargunee
srgunu,sargunu
srgux,sargunn
srguxu,sargunnu
sRI,sree
srI,saree
srIAiq,sareeAte
srIAw,sareeaa
sriD,sardhe
sriDAw,sardheaa
sRIDr,sreedhar
sRIDru,sreedharu
srIir,sareere
srIk,sareek
srIkI,sareekee
sRIKMf,sreekhandd
srIku,sareeku
srimMdw,sarmendaa
srin,sarane
sRIpiq,sreepate
srIqw,sareetaa
srIr,sareer
srIrhu,sareerahu
srIrI,sareeree
srIrM,sareeran
sRIrMg,sreerang
sRIrMgo,sreerango
sRIrMgu,sreerangu
srIru,sareeru
srIrw,sareeraa
sRIrwg,sreeraag
sRIrwgu,sreeraagu
srIrY,sareerai
srIry,sareeray
srisAVy,saraseArray
srisAw,saraseaa
srix,saranne
srjIau,sarjeeou
srjIqu,sarjeetu
srkwr,sarkaar
srkwrw,sarkaaraa
srm,saram
sRm,sram
sRmih,sramahe
srMjwim,saranjaame
srMjwm,saranjaam
srmu,saramu
sRmu,sramu
srmw,sarmaa
srmwvY,sarmaavai
srmY,sarmai
srn,saran
srnBw,sarnabhaa
srngy,sarangay
srnhIAY,saranheeai
srnI,sarnee
srnieAw,sarnaeaa
srnM,saranan
srnn,sarnan
srnrIAw,sarnareeaa
srnw,sarnaa
srnW,sarnaan
srnweI,sarnaaee
srnwgiq,sarnaagate
srnwgnw,sarnaagnaa
srnwgqI,sarnaagtee
srnwgqw,sarnaagtaa
srnwgY,sarnaagai
srnwie,sarnaae
srnwieAw,sarnaaeaa
srnwieE,sarnaaeo
srnwiely,sarnaaelay
sroiq,sarote
sRoiq,srote
sroq,sarot
sRoq,srot
sRoqw,srotaa
sRoqy,srotay
sroqy,sarotay
srovir,sarovare
srovr,sarovar
srovrM,sarovaran
srovro,sarovaro
srovru,sarovaru
srp,sarp
srpin,sarpane
srpnh,sarpanaha
srpnI,sarpnee
sRpnI,srapnee
srpr,sarpar
srpu,sarapu
srPY,sarphai
srs,saras
srsauN,sarsoun
srsbwn,sarasbaan
srsI,sarsee
srsn,sarsan
srsu,sarasu
srsuqI,sarasutee
srsw,sarsaa
srsy,sarsay
sru,saru
srudRw,sarudraa
srUip,saroope
sRüiq,srute
srUp,saroop
srUpI,saroopee
srUpu,saroopu
srUpw,saroopaa
sRvih,sravahe
sRvin,sravane
srvir,sarvare
sRvix,sravanne
sRvn,sravan
sRvnhu,sravanahu
sRvnI,sravnee
sRvnn,sravnan
sRvnn@,sravnan
sRvnU,sravnoo
sRvnw,sravnaa
srvr,sarvar
srvru,sarvaru
srvrVY,sarvararrai
sRvx,sravann
sRvxhu,sravannahu
sRvxI,sravnnee
sRvxih,sravannahe
sRvxM,sravnnan
sRvxu,sravannu
sRvxw,sravnnaa
srw,saraa
srW,saraan
srweI,saraaee
srwhau,saraahou
srwhIAY,saraaheeai
srwhY,saraahai
srwie,saraae
srwiecau,saraaechou
srwiecw,saraaechaa
srwiecy,saraaechay
srwierw,saraaeraa
srwip,saraape
srwipAw,saraapeaa
srwn,saraan
srwP,saraaph
srwPI,saraaphee
srwpI,saraapee
srwpr,saraapar
srwPu,saraaphu
srwPw,saraaphaa
srx,sarann
srxeI,sarnnaee
srxI,sarnnee
srxIAw,sarnneeaa
srxM,sarnnan
srxw,sarnnaa
srxweI,sarnnaaee
srxwey,sarnnaaay
srxwgiq,sarnnaagate
srxwgqI,sarnnaagatee
srxwie,sarnnaae
srxwieAw,sarnnaaeaa
srxwieE,sarnnaaeo
srxwigE,sarnnaageo
srxy,sarnnay
srY,sarai
sry,saray
sryau,sarayou
sryivAw,sarayveaa
sryivhu,sarayvehu
sryst,saraystt
sRyst,sraystt
sRystu,sraysttu
sRystweI,sraysttaaee
sryvau,sarayvou
sryvdy,sarayvday
sryvh,sarayvaha
sRyvh,srayvaha
sryvhu,sarayvahu
sryvI,sarayvee
sryvIAih,sarayveeAhe
sryvIAY,sarayveeai
sryvih,sarayvahe
sryvq,sarayvat
sryvxy,sarayvnnay
sryvY,sarayvai
ssI,sasee
ssIA,saseeA
ssIAr,saseeAr
ssIAru,saseeAru
ssiqR,sastre
ssq,sasat
ssqRigAw,sastrageaa
ssU,sasoo
ssu,sasu
ssuiV,sasurre
ssur,sasur
ssurw,sasuraa
ssurY,sasurai
ssuVIAwh,sasurreeaah
ssw,sasaa
ssY,sasai
st,satt
sT,satth
sTI,satthee
stIAih,satteeAhe
stIAin,satteeAne
stIAY,satteeai
sToir,satthore
stY,sattai
su,su
su\IAw,sunjeeaa
sUAr,sooAr
suAsiq,suAsate
sUAtw,sooAttaa
sUAw,sooaa
suAwau,suaaou
suAwd,suaad
suAwdI,suaadee
suAwdiq,suaadate
suAwdM,suaadan
suAwdu,suaadu
suAwE,suaao
suAweI,suaaee
suAwh,suaah
suAwhI,suaahee
suAwhu,suaahu
suAwhw,suaahaa
suAwid,suaade
suAwie,suaae
suAwih,suaahe
suAwil@au,suaaleou
suAwilau,suaaleou
suAwilE,suaaleo
suAwilhu,suaalehu
suAwim,suaame
suAwmI,suaamee
suAwmIAw,suaameeaa
suAwn,suaan
suAwnI,suaanee
suAwnu,suaanu
suAwrQ,suaarath
suAwrQI,suaarthee
suAwrQu,suaarathu
suAwvgIr,suaavgeer
suAwvVw,suaavrraa
sUAY,sooai
suB,subh
subh,subaha
subhwnu,subahaanu
suBMq,subhant
suBr,subhar
suBru,subharu
suBvMqI,subhvantee
suBwau,subhaaou
suBweI,subhaaee
suBwey,subhaaay
suBwgI,subhaagee
suBwie,subhaae
suBwieAw,subhaaeaa
suBwiKAw,subhaakheaa
suBwKI,subhaakhee
suBwKy,subhaakhay
suBwKY,subhaakhai
suBwnu,subhaanu
subwsk,subaasak
subwsu,subaasu
subwsy,subaasay
suBwvI,subhaavee
suBwvq,subhaavat
suc,such
sUcI,soochee
sucIAw,sucheeaa
sucjI,suchajee
sUco,soocho
sUcw,soochaa
sucw,suchaa
sUcwcwrI,soochaachaaree
sucwrI,suchaaree
sUcy,soochay
sucY,suchai
sucy,suchay
sUcY,soochai
sucyie,suchaye
sucyiq,suchayte
sucyq,suchayt
suD,sudh
sUD,soodh
sUd,sood
sUDau,soodhou
sUdI,soodee
suDI,sudhee
suDMg,sudhang
sUDo,soodho
suDosu,sudhosu
sUdR,soodra
suDrmIiVAw,sudharmeerreaa
suDrmM,sudharman
suDu,sudhu
sUdu,soodu
sUDu,soodhu
suDw,sudhaa
sUDw,soodhaa
suDwK´r,sudhaakhear
suDwKru,sudhaakharu
sudwmw,sudaamaa
sudwmy,sudaamay
sudwmY,sudaamai
sUDy,soodhay
sudyhI,sudayhee
sueI,suee
sUeI,sooee
suGir,sughare
suGiV,sugharre
sugMD,sugandh
sugMDq,sugandhat
sugMDu,sugandhu
sugMDw,sugandhaa
sugmM,sugaman
suGr,sughar
suGru,sugharu
suGV,sugharr
suGVu,sugharru
sUhau,soohou
sUhb,soohab
suhdy,suhday
sUhI,soohee
suhIAw,suheeaa
suhlwvI,suhlaavee
suhMdI,suhandee
suhMdIAw,suhandeeaa
suhMdw,suhandaa
sUhnI,soohnee
sUhtu,soohattu
sUhvI,soohvee
sUhvIey,soohveeay
sUhw,soohaa
suhweI,suhaaee
suhwey,suhaaay
suhwg,suhaag
suhwgin,suhaagane
suhwgix,suhaaganne
suhwgo,suhaago
suhwgu,suhaagu
suhwgw,suhaagaa
suhwgxI,suhaagnnee
suhwgxy,suhaagnnay
suhwie,suhaae
suhwieAw,suhaaeaa
suhwnI,suhaanee
suhwvI,suhaavee
suhwvIAw,suhaaveeaa
suhwvixAw,suhaavnneaa
suhwvnI,suhaavnee
suhwvny,suhaavnay
suhwvVI,suhaavrree
suhwvVw,suhaavrraa
suhwvVy,suhaavrray
suhwvw,suhaavaa
suhwvxI,suhaavnnee
suhwvxo,suhaavnno
suhwvxw,suhaavnnaa
suhwvxy,suhaavnnay
suhwvxY,suhaavnnai
suhwvy,suhaavay
suhwvY,suhaavai
suhwxu,suhaannu
sUhY,soohai
suhyilAw,suhayleaa
suhylI,suhaylee
suhylIAw,suhayleeaa
suhylVI,suhaylrree
suhylVIey,suhaylrreeay
suhylVw,suhaylrraa
suhylVy,suhaylrray
suhylw,suhaylaa
suhyly,suhaylay
suhylY,suhaylai
suibidAw,subedeaa
suic,suche
suicq,suchet
suiD,sudhe
sUie,sooe
suie,sue
suienw,suenaa
suieny,suenay
suieqwl,suetaal
suigAwn,sugeaan
suigAwnI,sugeaanee
suigAwnu,sugeaanu
suigAwnw,sugeaanaa
sUiJ,soojhe
sUiJAw,soojheaa
suiK,sukhe
suik,suke
sUiK,sookhe
sUik,sooke
suikRq,sukret
suikRqu,sukretu
sUil,soole
suilqwn,suletaan
suimqo,sumeto
suimqRü,sumetru
suin,sune
suinAw,suneaa
suinAwru,suneaaru
suinAY,suneai
suinbo,sunebo
suinE,suneo
sUiq,soote
suiq,sute
suiqAw,suteaa
sUiqho,sooteho
sUiqR,sootre
suir,sure
sUirAw,sooreaa
suird,sured
suirdw,suredaa
suirjn,surejan
suirjnhu,surejanahu
suirjnu,surejanu
suirqru,suretaru
suit,sutte
suivnw,suvenaa
suix,sunne
suixAhu,sunneAhu
suixAw,sunneaa
suixAY,sunneai
suixE,sunneo
suixEih,sunneohe
suixjY,sunnejai
sUJ,soojh
suJeI,sujhaee
sUJeI,soojhaee
sUJey,soojhay
suJI,sujhee
sUJI,soojhee
suJIEsu,sujheeosu
sUJis,soojhase
suJMqw,sujhantaa
sujn,sujan
sUJq,soojhat
sUJqy,soojhtay
sujsu,sujasu
suJwey,sujhaaay
sujwin,sujaane
sujwix,sujaanne
sujwixAw,sujaanneaa
sujwKw,sujaakhaa
sujwKy,sujaakhay
sujwn,sujaan
sujwnI,sujaanee
sujwnu,sujaanu
sujwnw,sujaanaa
sujwx,sujaann
sujwxI,sujaannee
sujwxIAY,sujaanneeai
sujwxo,sujaanno
sujwxu,sujaannu
sujwxw,sujaannaa
sUJY,soojhai
suJY,sujhai
suK,sukh
sUK,sookh
suk,suk
suK´M,sukhean
suKdweI,sukhdaaee
suKdweIAw,sukhdaaeeaa
suKdwieE,sukhdaaeo
suKdwiek,sukhdaaek
suKdwiqAw,sukhdaateaa
suKdwqw,sukhdaataa
suKdwqwru,sukhdaataaru
suKdwqy,sukhdaatay
suKdwqY,sukhdaatai
suKdwXku,sukhdaaYaku
suKdyau,sukhdayou
sukdyau,sukdayou
suKh,sukhaha
suKhdweI,sukhahdaaee
suKhgwmI,sukhahgaamee
sUkhI,sookahee
suKhu,sukhahu
sUKhu,sookhahu
suKI,sukhee
sUKI,sookhee
sUkI,sookee
suKIAn,sukheeAn
suKIAw,sukheeaa
sukicE,sukcheo
suKIey,sukheeay
suKih,sukhahe
sUkih,sookahe
suKlIAw,sukhaleeaa
suklIDy,sukleedhay
sUKm,sookham
suKM,sukhan
sukMdy,sukanday
suKmn,sukhman
suKmnI,sukhmanee
suKmnw,sukhmanaa
sUKmo,sookhmo
sUKmu,sookhamu
sUKn,sookhan
suKo,sukho
sUkr,sookar
sUkrh,sookaraha
sukrm,sukaram
sukrmw,sukarmaa
sukrnI,sukarnee
sUkru,sookaru
sukRvwir,sukravaare
sukrxI,sukarnnee
suKswgr,sukhsaagar
suKswgro,sukhsaagro
suKswgru,sukhsaagaru
suKswgruo,sukhsaagruo
suKswgrw,sukhsaagraa
suKswgrY,sukhsaagrai
suKu,sukhu
sUKu,sookhu
suKvMqI,sukhvantee
suKvwsI,sukhvaasee
suKvwsu,sukhvaasu
suKw,sukhaa
sUkw,sookaa
sUKw,sookhaa
sukw,sukaa
suKwaU,sukhaaoo
suKWdI,sukhaandee
suKweI,sukhaaee
sukwid,sukaade
suKwie,sukhaae
suKwieAw,sukhaaeaa
sUkwieAw,sookaaeaa
suKwieE,sukhaaeo
suKwilAw,sukhaaleaa
suKwinAw,sukhaaneaa
suKwlI,sukhaalee
sukwlu,sukaalu
suKwlw,sukhaalaa
suKwly,sukhaalay
suKwnI,sukhaanee
suKwny,sukhaanay
suKwsw,sukhaasaa
suKwveI,sukhaavaee
suKwvey,sukhaavay
suKwvY,sukhaavai
suKwvYgo,sukhaavaigo
sUKxh,sookhnnaha
suKXM,sukhaYan
sUky,sookay
suKy,sukhay
suKY,sukhai
sUkY,sookai
sUKy,sookhay
sukY,sukai
suKydI,sukhaydee
suKyitAw,sukhaytteaa
suKYno,sukhaino
suKYnw,sukhainaa
suKyx,sukhaynn
sUl,sool
sulhI,sulhee
sUlIAw,sooleeaa
sulKnI,sulakhnee
sulKxI,sulakhnnee
sulKxw,sulakhnnaa
sulqwn,sultaan
sulqwnu,sultaanu
sulqwnw,sultaanaa
sulqwnW,sultaanaan
sulqwny,sultaanay
sUlu,soolu
sUlw,soolaa
sUlW,soolaan
sUlwku,soolaaku
suM\I,sunnjee
suM\u,sunnju
suM\y,sunnjay
suM\Y,sunnjai
suM\YN,sunnjain
suMdir,sundare
suMdr,sundar
suMdrI,sundree
suMdrIAw,sundareeaa
suMdru,sundaru
suMdrw,sundraa
sumDukru,sumadhukaru
suMf,sundd
suMi\Aw,sunnjeaa
sUmih,soomahe
suMin,sunne
suMiPAw,sunpheaa
sumiq,sumate
suMm,sunm
sumMiqR,sumantre
sumMqR,sumantra
suMn,sunn
suMnhu,sunnahu
suMnih,sunnahe
suMniq,sunnate
suMnM,sunnan
suMno,sunno
suMnu,sunnu
sUMnw,soonnaa
suMnw,sunnaa
suMny,sunnay
suMnY,sunnai
sumrxu,sumarannu
sumwir,sumaare
sumwr,sumaar
sumwrI,sumaaree
sumwru,sumaaru
sumyir,sumayre
sumyr,sumayr
sun,sun
sunau,sunou
suneI,sunaee
suneIAw,sunaeeaa
sunhI,sunhee
sunhu,sunahu
sunI,sunee
sunIAhu,suneeAhu
sunIAih,suneeAhe
sunIAMq,suneeAnt
sunIAq,suneeAt
sunIAqu,suneeAtu
sunIAw,suneeaa
sunIAY,suneeai
sunih,sunahe
sunIjw,suneejaa
sunIjY,suneejai
sunix,sunanne
sunMiq,sunante
sunn,sunan
sunnYhwru,sunanaihaaru
sunnYhwrw,sunanaihaaraa
sUno,soono
sunq,sunat
sunQeI,sunathaee
sunqo,sunto
sunqw,suntaa
sunqy,suntay
sunqY,suntai
sunu,sunu
sunUAw,sunooaa
sunuho,sunuho
sunw,sunaa
sUnw,soonaa
sunW,sunaan
sunweI,sunaaee
sunwey,sunaaay
sunwgr,sunaagar
sunwie,sunaae
sunwieAw,sunaaeaa
sunwieE,sunaaeo
sunwih,sunaahe
sunwrw,sunaaraa
sunwvih,sunaavahe
sunwvn,sunaavan
sunwvno,sunaavno
sunwvnw,sunaavnaa
sunwvq,sunaavat
sunwvY,sunaavai
sunwXM,sunaaYan
sunxu,sunannu
sunxw,sunannaa
sunxY,sunannai
sunxy,sunannay
sUny,soonay
suny,sunay
sunY,sunai
sunyhu,sunayhu
suo,suo
suoeI,suoee
suohMdI,suohandee
suohMdw,suohandaa
suohwgin,suohaagane
suohwgix,suohaaganne
suohwgxI,suohaagnnee
suohwvY,suohaavai
suohylw,suohaylaa
suoien,suoen
suojwxw,suojaannaa
supc,supach
supcwro,supchaaro
supin,supane
suPl,suphal
suPlu,suphalu
supn,supan
suPn,suphan
supnh,supanaha
supnMqir,supanantare
supnMqru,supanantaru
supno,supno
supnu,supanu
supnw,supnaa
supnwhw,supnaahaa
supny,supnay
supnY,supnai
supRsMn,suprasann
supRsMnu,suprasannu
supRsMnw,suprasannaa
supRsMny,suprasannay
supRsMnY,suprasannai
suprsnu,suparsanu
sUPu,soophu
supwrI,supaaree
supyd,supayd
supydI,supaydee
supydw,supaydaa
suq,sut
sUq,soot
sUqDwru,sootdhaaru
suqh,sutaha
suqI,sutee
sUqI,sootee
suqIey,suteeay
sUqik,sootake
sUqk,sootak
sUqku,sootaku
suqo,suto
suQr,suthar
suqu,sutu
sUqu,sootu
suqVI,sutrree
sUqVIey,sootrreeay
suqVy,sutrray
suqw,sutaa
sUqw,sootaa
suQwau,suthaaou
suQwey,suthaaay
suQwie,suthaae
suQwin,suthaane
suQwn,suthaan
suQwnu,suthaanu
suqy,sutay
sUqy,sootay
sUqY,sootai
suqY,sutai
sUr,soor
sur,sur
sUrau,soorou
sUrbIr,soorbeer
sUrdws,soordaas
surdyv,surdayv
surg,surag
surgu,suragu
surgw,surgaa
surgY,surgai
surh,suraha
surhI,surhee
sUrI,sooree
surig,surage
surigAwin,surgeaane
surigAwn,surgeaan
surigMdU,surgendoo
suriJ,surajhe
sUrIjY,sooreejai
suriq,surate
sUriq,soorate
suriqAw,surteaa
surird,surared
sUrj,sooraj
surJI,surjhee
surjn,surjan
surjnh,surjanaha
surjnu,surjanu
sUrju,sooraju
surKI,surkhee
surKrU,surkharoo
surMg,surang
surMgVy,surangrray
surmw,surmaa
sUrmw,soormaa
surmwnMd,surmaanand
sUrmy,soormay
sUrn,sooran
sUro,sooro
surpiq,surpate
surqˆØI,surteen
surqI,surtee
surqr,surtar
surqw,surtaa
surqwnu,surtaanu
sUrqx,soortann
sUrqxu,soortannu
surqy,surtay
sursrI,sursaree
sUru,sooru
sUrUtw,sooroottaa
surw,suraa
sUrw,sooraa
sUry,sooray
sury,suray
sutdw,suttdaa
sutIAih,sutteeAhe
sutIAin,sutteeAne
sutIAY,sutteeai
suty,suttay
suvjig,suvjage
suvMnI,suvannee
suvMnVI,suvannrree
suvrn,suvaran
suvrnu,suvaranu
suvwvY,suvaavai
suvYdu,suvaidu
suxau,sunnou
suxdw,sunndaa
suxdy,sunnday
suxeI,sunnaee
suxeIAw,sunnaeeaa
suxh,sunnaha
suxhu,sunnahu
suxI,sunnee
suxIAih,sunneeAhe
suxIAr,sunneeAr
suxIAwie,sunneeaae
suxIAY,sunneeai
suxIdw,sunneedaa
suxih,sunnahe
suxIjY,sunneejai
suxin,sunnane
suxiqAw,sunnteaa
suxix,sunnanne
suxMdo,sunnando
suxMdVI,sunnandrree
suxMdy,sunnanday
suxMq,sunnant
suxq,sunnat
suxqau,sunntou
suxqw,sunntaa
suxqy,sunntay
suxw,sunnaa
suxweI,sunnaaee
suxweIAw,sunnaaeeaa
suxweIAY,sunnaaeeai
suxwey,sunnaaay
suxwhw,sunnaahaa
suxwie,sunnaae
suxwieAw,sunnaaeaa
suxwiedw,sunnaaedaa
suxwieih,sunnaaehe
suxwiesI,sunnaaesee
suxwvau,sunnaavou
suxwvhu,sunnaavahu
suxwvih,sunnaavahe
suxwvixAw,sunnaavnneaa
suxwvY,sunnaavai
suxxw,sunnannaa
suxY,sunnai
suxy,sunnay
suxydo,sunnaydo
suxydy,sunnayday
suxyhI,sunnayhee
suxyie,sunnaye
svd,savad
sveIey,savaeeay
svih,savahe
svIjY,saveejai
svin@,savane
svlI,savlee
sVMdy,sarranday
svMiD,savandhe
svMidAw,savandeaa
svMin,savanne
svMin@,savanne
svMnvI,savannvee
svMq,savant
svMqI,savantee
svnu,savanu
svris,savrase
svrw,savraa
svrY,savrai
svry,savray
svw,savaa
svweI,savaaee
svweIAw,savaaeeaa
svwhI,savaahee
svwieAw,savaaeaa
svwilAw,savaaleaa
svwir,savaare
svwirAau,savaareAou
svwirAnu,savaareAnu
svwirAw,savaareaa
svwirAY,savaareai
svwirE,savaareo
svwirEnu,savaareonu
svwr,savaar
svwrdI,savaardee
svwrhu,savaarahu
svwrI,savaaree
svwrIA,savaareeA
svwrIAih,savaareeAhe
svwrIAw,savaareeaa
svwrIAY,savaareeai
svwrIEnu,savaareeonu
svwrih,savaarahe
svwrin,savaarane
svwrixAw,savaarnneaa
svwrnhwr,savaaranhaar
svwrnhwrw,savaaranhaaraa
svwrqw,savaartaa
svwrsI,savaarsee
svwrw,savaaraa
svwrxhwr,savaarannhaar
svwrxhwro,savaarannhaaro
svwrxhwru,savaarannhaaru
svwrxhwrw,savaarannhaaraa
svwrxw,savaarnnaa
svwry,savaaray
